Left Hand Side,Right Hand Side,Support,Confidence,Lift
SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 1.5%,METAMIZOL,0.021245323356493855,0.7227272727272728,8.170530074155451
SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 2.5%,METAMIZOL,0.0033404596472474614,0.8064516129032259,9.117045122307767
NAFAZOLINA,TIMOLOL,0.007349011223944415,0.5670103092783505,77.15463917525773
ACICLOVIR,BENZOILO,0.0062800641368252275,0.3197278911564626,50.91156462585034
AMOXICILINA-CLAVULANATO,FENITOÍNA SODICA,0.005745590593265634,1.0,13.60727272727273
AMOXICILINA-CLAVULANATO,FENITOÍNA SODICA,0.017637626937466594,0.40866873065015474,7.923514974574503
HALOPERIDOL,AMOXICILINA-CLAVULANATO,0.002405130946018172,0.3214285714285714,16.037142857142857
BENCILPENICILINA BENZATINICA COMPUESTA,SOLUCIÓN HARTMANN,0.008284339925173703,1.0,24.064308681672028
NAFAZOLINA,DICLOFENACO,0.007349011223944415,0.5670103092783505,77.15463917525773
SOLUCIÓN HARTMANN,METAMIZOL,0.012827365045430252,0.6442953020134229,7.283845982278636
SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 1.5%,METAMIZOL,0.00774986638161411,0.4873949579831933,5.5100662621544085
